lng,lat
103.65593844159503,1.3268263326288399
103.65593844159503,1.3268263326288399
103.65593844159503,1.3268263326288399
103.65593844159503,1.3268263326288399
103.65593844159503,1.3268263326288399
103.65593844159503,1.3268263326288399
103.65593844159503,1.3268263326288399
103.65593844159503,1.3268263326288399
103.65593844159503,1.3268263326288399
103.65593844159503,1.3268263326288399
103.65593844159503,1.3268263326288399
103.65593844159503,1.3268263326288399
103.65593844159503,1.3268263326288399
103.65593844159503,1.3268263326288399
103.65593844159503,1.3268263326288399
103.65593844159503,1.3268263326288399
103.65593844159503,1.3268263326288399
103.65593844159503,1.3268263326288399
103.65593844159503,1.3268263326288399
103.65593844159503,1.3268263326288399
103.65593844159503,1.3268263326288399
103.65593844159503,1.3268263326288399
103.65593844159503,1.3268263326288399
103.65593844159503,1.3268263326288399
103.65593844159503,1.3268263326288399
103.66080483466156,1.3129214842669554
103.66080483466156,1.3129214842669554
103.66080483466156,1.3129214842669554
103.66080483466156,1.3129214842669554
103.66080483466156,1.3129214842669554
103.66080483466156,1.3129214842669554
103.66080483466156,1.3129214842669554
103.66080483466156,1.3129214842669554
103.66080483466156,1.3129214842669554
103.66080483466156,1.3129214842669554
103.90086431712064,1.3681576231483672
103.90086431712064,1.3681576231483672
103.90086431712064,1.3681576231483672
103.90086431712064,1.3681576231483672
103.90086431712064,1.3681576231483672
103.90086431712064,1.3681576231483672
103.90086431712064,1.3681576231483672
103.90086431712064,1.3681576231483672
103.90086431712064,1.3681576231483672
103.90086431712064,1.3681576231483672
103.90086431712064,1.3681576231483672
103.90086431712064,1.3681576231483672
103.90086431712064,1.3681576231483672
103.90086431712064,1.3681576231483672
103.90086431712064,1.3681576231483672
103.90086431712064,1.3681576231483672
103.90086431712064,1.3681576231483672
103.90086431712064,1.3681576231483672
103.90086431712064,1.3681576231483672
103.90086431712064,1.3681576231483672
103.90086431712064,1.3681576231483672
103.90086431712064,1.3681576231483672
103.90086431712064,1.3681576231483672
103.90086431712064,1.3681576231483672
103.90086431712064,1.3681576231483672
103.90086431712064,1.3681576231483672
103.90086431712064,1.3681576231483672
103.90086431712064,1.3681576231483672
103.90086431712064,1.3681576231483672
103.90086431712064,1.3681576231483672
